entry	ensembl	entry_name	reviewed	protein_names	gene_names	length	organism	organism_id	pfam	supfam
Q9VV87		ELOV6_DROME	reviewed	Very long chain fatty acid elongase 6 (ELOVL6) (EC 2.3.1.199) (Elongation of very long chain fatty acids protein 6) (Neighbor of abl) (Very-long-chain 3-oxoacyl-CoA synthase)	Baldspot l(3)01895 l(3)02281 l(3)04106 l(3)neo21 l(3)neo22 noa CG3971	316	Drosophila melanogaster (Fruit fly)	7227	PF01151;	
Q9VVA6		NDC_DROME	reviewed	Nuclear migration protein nudC (Nuclear distribution protein C homolog)	nudC CG9710	332	Drosophila melanogaster (Fruit fly)	7227	PF04969;PF14050;	SSF49764;
Q9VVA8		TM258_DROME	reviewed	Transmembrane protein 258 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TMEM258) (Oligosaccharyl transferase subunit TMEM258) (Protein kuduk) (Transmembrane protein 258 homolog)	kud CG9669	78	Drosophila melanogaster (Fruit fly)	7227	PF05251;	
Q9VVD9		S35B3_DROME	reviewed	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (PAPS transporter 2) (Solute carrier family 35 member B3 homolog) (dPAPST2)	Papst2 CG7853	396	Drosophila melanogaster (Fruit fly)	7227	PF08449;	
Q9VVF7		MIP_DROME	reviewed	Allatostatins MIP (B-type Allostatin preprohormone) (Myoinhibitory-like protein) [Cleaved into: Drostatin-B1 (MIP-1); Drostatin-B2 (MIP-2); Drostatin-B3 (MIP-3); Drostatin-B4 (MIP-4); Drostatin-B5 (MIP-5)]	Mip CG6456	211	Drosophila melanogaster (Fruit fly)	7227		
Q9VVH9		SO74D_DROME	reviewed	Solute carrier organic anion transporter family member 74D (Ecdysone Importer) (EcI) (Organic anion transporting polypeptide 74D)	Oatp74D CG7571	819	Drosophila melanogaster (Fruit fly)	7227	PF07648;PF03137;	SSF103473;
Q9VVI2		EDC3_DROME	reviewed	Enhancer of mRNA-decapping protein 3	Edc3 CG6311	680	Drosophila melanogaster (Fruit fly)	7227	PF09532;PF12701;	
Q9VVI3		NEDD4_DROME	reviewed	E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4)	Nedd4 CG7555	1007	Drosophila melanogaster (Fruit fly)	7227	PF00168;PF00632;PF00397;	SSF49562;SSF56204;SSF51045;
Q9VVK8		DDX52_DROME	reviewed	Probable ATP-dependent RNA helicase DDX52 (EC 3.6.4.13) (DEAD box protein 52 homolog) (Protein aramis)	ais DmRH17 rok1 CG5589	594	Drosophila melanogaster (Fruit fly)	7227	PF00270;PF00271;	SSF52540;
Q9VVL1		IR75A_DROME	reviewed	Ionotropic receptor 75a	Ir75a CG14585	629	Drosophila melanogaster (Fruit fly)	7227	PF24576;PF00060;	SSF53850;
Q9VVN4		ATRIP_DROME	reviewed	ATR-interacting protein mus304 (Mutagen-sensitive protein 304)	mus304 CG7347	846	Drosophila melanogaster (Fruit fly)	7227		
Q9VVR1		NOT_DROME	reviewed	Ubiquitin carboxyl-terminal hydrolase nonstop (EC 3.4.19.12) (Deubiquitinating enzyme nonstop) (Ubiquitin thioesterase nonstop) (Ubiquitin-specific-processing protease nonstop)	not CG4166	496	Drosophila melanogaster (Fruit fly)	7227	PF00443;PF02148;	SSF54001;SSF57850;
Q9VVR2		BORA_DROME	reviewed	Protein aurora borealis	bora CG6897	539	Drosophila melanogaster (Fruit fly)	7227	PF15280;	
Q9VVR6		SGF11_DROME	reviewed	SAGA-associated factor 11 homolog	Sgf11 CG13379	196	Drosophila melanogaster (Fruit fly)	7227	PF08209;	
Q9VVT2		INDY1_DROME	reviewed	Protein I'm not dead yet (INDY transporter protein) (drIndy)	Indy CG3979	590	Drosophila melanogaster (Fruit fly)	7227	PF00939;	
Q9VVT5		DTBP1_DROME	reviewed	Dysbindin protein homolog (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8)	Dysb CG6856	288	Drosophila melanogaster (Fruit fly)	7227		
Q9VVV9		NKD_DROME	reviewed	Protein naked cuticle (dNkd)	nkd CG11614	928	Drosophila melanogaster (Fruit fly)	7227		
Q9VVW5		DUSK3_DROME	reviewed	Dual specificity protein phosphatase Mpk3 (EC 3.1.3.16) (EC 3.1.3.48) (Drosophila MKP3) (DMKP3) (Mitogen-activated protein kinase phosphatase 3) (MAP kinase phosphatase 3) (MKP-3)	Mkp3 CG14080	411	Drosophila melanogaster (Fruit fly)	7227	PF00782;PF00581;	SSF52799;SSF52821;
Q9VVX0		GEMI2_DROME	reviewed	Gem-associated protein 2 (Gemin2)	Gem2 CG10419	245	Drosophila melanogaster (Fruit fly)	7227	PF04938;	
Q9VVX3		FRIZ2_DROME	reviewed	Frizzled-2 (dFz2)	fz2 CG9739	694	Drosophila melanogaster (Fruit fly)	7227	PF01534;PF01392;	SSF63501;
Q9VVX5		MBOA5_DROME	reviewed	Lysophospholipid acyltransferase 5 (LPLAT 5) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5) (Protein nessy) (Nes)	nes nessy CG9655	497	Drosophila melanogaster (Fruit fly)	7227	PF03062;	
Q9VW09		LTN1_DROME	reviewed	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (Listerin E3 ubiquitin protein ligase 1) (RING-type E3 ubiquitin transferase listerin)	Ltn1 l(3)76BDr CG32210	1747	Drosophila melanogaster (Fruit fly)	7227	PF22958;PF22999;PF23009;	SSF48371;SSF57850;
Q9VW15		ASH1_DROME	reviewed	Histone-lysine N-methyltransferase ash1 (EC 2.1.1.354) (Absent small and homeotic disks protein 1) (Lysine N-methyltransferase 2H)	ash1 KMT2H CG8887	2226	Drosophila melanogaster (Fruit fly)	7227	PF17907;PF01426;PF20826;PF00856;	SSF57903;SSF82199;
Q9VW47		MED12_DROME	reviewed	Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (Mediator complex subunit Kohtalo) (dTRAP230)	kto Med12 Trap230 CG8491	2531	Drosophila melanogaster (Fruit fly)	7227	PF09497;PF12145;	
Q9VW51		ELL_DROME	reviewed	RNA polymerase II elongation factor Ell (dELL)	Ell Su(Tpl) CG32217	1059	Drosophila melanogaster (Fruit fly)	7227	PF10390;PF07303;	SSF144292;SSF46785;
Q9VW60		ADCY2_DROME	reviewed	Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylyl cyclase 76E)	Ac76E CG7978	1307	Drosophila melanogaster (Fruit fly)	7227	PF16214;PF00211;	SSF55073;
Q9VW71		FAT2_DROME	reviewed	Fat-like cadherin-related tumor suppressor homolog (Protein kugelei)	kug fat2 CG7749	4699	Drosophila melanogaster (Fruit fly)	7227	PF00028;PF02210;	SSF49313;SSF49899;SSF57196;
Q9VW78		IR76B_DROME	reviewed	Ionotropic receptor coreceptor Ir76b (Ionotropic receptor 76b)	Ir76b CG7385	636	Drosophila melanogaster (Fruit fly)	7227	PF00060;	SSF53850;
Q9VW97		LSDA_DROME	reviewed	Possible lysine-specific histone demethylase 1 (EC 1.-.-.-)	Su(var)3-3 Hdm LSD1 CG17149	890	Drosophila melanogaster (Fruit fly)	7227	PF01593;PF04433;	SSF54373;SSF51905;SSF46689;
Q9VWA1		CLC_DROME	reviewed	Clathrin light chain (dClc)	Clc CG6948	219	Drosophila melanogaster (Fruit fly)	7227	PF01086;	
Q9VWB9		THADA_DROME	reviewed	tRNA (32-2'-O)-methyltransferase regulator THADA (Thyroid adenoma-associated protein homolog)	THADA CG15618	1746	Drosophila melanogaster (Fruit fly)	7227	PF10350;PF25150;PF25151;	SSF48371;
Q9VWC6		ZELDA_DROME	reviewed	Transcription factor Zelda (Protein vielfaeltig)	zld vfl CG12701	1596	Drosophila melanogaster (Fruit fly)	7227	PF00096;PF12171;	SSF57667;
Q9VWE0		DOME_DROME	reviewed	Cytokine receptor (Protein domeless)	dome CG14226	1282	Drosophila melanogaster (Fruit fly)	7227	PF00041;	SSF49265;
Q9VWE6		ELYS_DROME	reviewed	Protein ELYS homolog	Elys CG14215	2111	Drosophila melanogaster (Fruit fly)	7227	PF13934;	SSF101898;
Q9VWF2		SAYP_DROME	reviewed	Supporter of activation of yellow protein (Protein enhancer of yellow 3)	e(y)3 l(1)G0084 SAYP CG12238	2006	Drosophila melanogaster (Fruit fly)	7227	PF00628;	SSF57903;
Q9VWF4		DUSK4_DROME	reviewed	Dual specificity protein phosphatase MPK-4 (EC 3.1.3.16) (EC 3.1.3.48)	MKP-4 CG14211	387	Drosophila melanogaster (Fruit fly)	7227	PF00782;	SSF52799;
Q9VWN4		FLACC_DROME	reviewed	Fl(2)d-associated complex component (Protein Xiong)	Flacc Xio CG7358	1150	Drosophila melanogaster (Fruit fly)	7227		
Q9VWP4		SUOX_DROME	reviewed	Sulfite oxidase, mitochondrial (EC 1.8.3.1) (Protein shopper)	shop CG7280	573	Drosophila melanogaster (Fruit fly)	7227	PF00173;PF03404;PF00174;	SSF55856;SSF81296;SSF56524;
Q9VWQ2		S6KL_DROME	reviewed	Serine/threonine-protein kinase S6KL (EC 2.7.11.-) (Protein kinase-like 17E) (S6 kinase-like protein)	S6KL Bin4 Pk17E CG7001	483	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;
Q9VWR5		CP306_DROME	reviewed	Cytochrome P450 306a1 (CYPCCCVIA1) (EC 1.14.15.-) (Protein phantom) (Dmphm)	phtm Cyp306a1 CG6578	574	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
Q9VWS4		WGN_DROME	reviewed	Tumor necrosis factor receptor superfamily member wgn (Protein wengen)	wgn Vader CG6531	343	Drosophila melanogaster (Fruit fly)	7227	PF00020;	
Q9VWU1		PSH_DROME	reviewed	Serine protease persephone (EC 3.4.21.-)	psh CG6367	394	Drosophila melanogaster (Fruit fly)	7227	PF00089;	SSF50494;
Q9VWV9		PORCN_DROME	reviewed	Protein-serine O-palmitoleoyltransferase porcupine (EC 2.3.1.250)	por porc CG6205	525	Drosophila melanogaster (Fruit fly)	7227	PF03062;	
Q9VWW0		CREBB_DROME	reviewed	Cyclic AMP response element-binding protein B (cAMP response element-binding protein B) (dCREB-B)	CrebB CrebB-17A CG6103	359	Drosophila melanogaster (Fruit fly)	7227	PF00170;PF02173;	SSF57959;
Q9VWX8		FRQ2_DROME	reviewed	Frequenin-2	Frq2 CG5907	187	Drosophila melanogaster (Fruit fly)	7227	PF00036;PF13499;	SSF47473;
Q9VX31		INT2_DROME	reviewed	Integrator complex subunit 2	IntS2 CG8211	1105	Drosophila melanogaster (Fruit fly)	7227	PF14750;	
Q9VX32		RG190_DROME	reviewed	Rho GTPase-activating protein 190 (Rho GTPase-activating protein of 190 kDa)	RhoGAPp190 CG32555	1561	Drosophila melanogaster (Fruit fly)	7227	PF23083;PF00071;PF00620;PF16512;PF19518;	SSF48350;SSF52540;
Q9VX88		WAC_DROME	reviewed	WW domain-containing adapter protein with coiled-coil homolog (Protein wacky)	wcy CG8949	834	Drosophila melanogaster (Fruit fly)	7227	PF00397;	SSF51045;
Q9VXA0		NPRL2_DROME	reviewed	GATOR complex protein NPRL2 (Nitrogen permease regulator 2-like protein)	Nprl2 CG9104	412	Drosophila melanogaster (Fruit fly)	7227	PF06218;	
Q9VXA8		DXO_DROME	reviewed	Decapping and exoribonuclease protein Rai1 (DXO) (EC 3.1.13.-) (EC 3.6.1.-) (Dom-3 homolog Z) (Dom3Z) (NAD-capped RNA hydrolase) (DeNADding enzyme)	Rai1 CG9125	375	Drosophila melanogaster (Fruit fly)	7227	PF08652;	
Q9VXD9		MTH1_DROME	reviewed	Probable G-protein coupled receptor Mth-like 1 (Protein methuselah-like 1)	mthl1 CG4521	676	Drosophila melanogaster (Fruit fly)	7227	PF00002;	SSF81321;
Q9VXE0		RUXG_DROME	reviewed	Probable small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG)	SNRPG SmG CG9742	76	Drosophila melanogaster (Fruit fly)	7227	PF01423;	SSF50182;
Q9VXE5		PAKM_DROME	reviewed	Serine/threonine-protein kinase PAK mbt (EC 2.7.11.1) (Protein mushroom bodies tiny) (p21-activated kinase-related protein)	mbt CG18582	639	Drosophila melanogaster (Fruit fly)	7227	PF00786;PF00069;	SSF56112;
Q9VXE6		NU153_DROME	reviewed	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)	Nup153 CG4453	1883	Drosophila melanogaster (Fruit fly)	7227	PF00641;	SSF90209;
Q9VXF1		PP2B3_DROME	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit 3 (EC 3.1.3.16) (Calmodulin-dependent calcineurin A3 subunit)	CanA-14F CnnA14D CG9819	584	Drosophila melanogaster (Fruit fly)	7227	PF00149;	SSF56300;
Q9VXG1		HANG_DROME	reviewed	Zinc finger protein hangover	hang CG32575	1959	Drosophila melanogaster (Fruit fly)	7227	PF07776;PF00096;PF13894;PF12874;	SSF57667;SSF57716;
Q9VXG8		ATR_DROME	reviewed	Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein homolog) (ATR homolog) (dATR) (Meiotic protein 41)	mei-41 CG4252	2517	Drosophila melanogaster (Fruit fly)	7227	PF02259;PF02260;PF23593;PF25030;PF00454;PF08064;	SSF48371;SSF56112;
Q9VXJ0		DHB4_DROME	reviewed	Peroxisomal multifunctional enzyme type 2 (DmMFE-2) [Includes: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.119)]	Mfe2 CG3415	598	Drosophila melanogaster (Fruit fly)	7227	PF00106;PF01575;PF22622;	SSF51735;SSF54637;
Q9VXM0		LRP4_DROME	reviewed	Low-density lipoprotein receptor-related protein 4 (LDL receptor-related protein 4)	Lrp4 CG8909	2009	Drosophila melanogaster (Fruit fly)	7227	PF07645;PF14670;PF00057;PF00058;	SSF57196;SSF57184;SSF57424;SSF63825;
Q9VXN2		SUN_DROME	reviewed	Protein stunted	sun CG9032	61	Drosophila melanogaster (Fruit fly)	7227	PF04627;	SSF48690;
Q9VXN9		PGPLE_DROME	reviewed	Peptidoglycan-recognition protein LE	PGRP-LE CG8995	345	Drosophila melanogaster (Fruit fly)	7227	PF01510;	SSF55846;
Q9VXY2		MADD_DROME	reviewed	MAP kinase-activating death domain protein (Rab3 guanyl-nucleotide exchange factor)	Rab3-GEF CG5627	2084	Drosophila melanogaster (Fruit fly)	7227	PF23629;PF02141;PF25328;PF03456;	
Q9VXY7		LSD2_DROME	reviewed	Lipid storage droplets surface-binding protein 2 (Lsd2)	Lsd-2 CG9057	352	Drosophila melanogaster (Fruit fly)	7227	PF03036;	
Q9VY77		AJUBA_DROME	reviewed	LIM domain-containing protein jub	jub CG11063	728	Drosophila melanogaster (Fruit fly)	7227	PF00412;	SSF57716;
Q9VY78		CLIC_DROME	reviewed	Chloride intracellular channel Clic	Clic CG10997	260	Drosophila melanogaster (Fruit fly)	7227	PF22441;	SSF47616;SSF52833;
Q9VY99		NNAD_DROME	reviewed	Cytosolic carboxypeptidase Nna1 (EC 3.4.17.-) (Nervous system nuclear protein induced by axotomy protein 1 homolog)	Nna1 NnaD CG44533	1201	Drosophila melanogaster (Fruit fly)	7227	PF18027;PF00246;	SSF53187;
Q9VYA0		NADE_DROME	reviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	Nadsyn CG9940	787	Drosophila melanogaster (Fruit fly)	7227	PF00795;PF02540;	SSF52402;SSF56317;
Q9VYB0		BTHD_DROME	reviewed	Selenoprotein BthD (dSelM)	BthD CG11177	249	Drosophila melanogaster (Fruit fly)	7227		
Q9VYB7		TPST_DROME	reviewed	Protein-tyrosine sulfotransferase (EC 2.8.2.20) (Transport and Golgi organization protein 13) (Tango-13) (Tyrosylprotein sulfotransferase)	Tpst Tango13 CG32632	499	Drosophila melanogaster (Fruit fly)	7227	PF13469;	SSF52540;
Q9VYD1		SET2_DROME	reviewed	Histone-lysine N-methyltransferase Set2 (dSet2) (EC 2.1.1.359)	Set2 CG1716	2313	Drosophila melanogaster (Fruit fly)	7227	PF17907;PF00856;PF08236;PF00397;	SSF82199;SSF51045;
Q9VYG2		BAP60_DROME	reviewed	Brahma-associated protein of 60 kDa (BRM-associated protein 60)	Bap60 CG4303	515	Drosophila melanogaster (Fruit fly)	7227	PF02201;	SSF47592;
Q9VYM3		MKS1_DROME	reviewed	Tectonic-like complex member Mks1 (Meckel syndrome type 1 protein homolog)	Mks1 B9d3 CG15730	699	Drosophila melanogaster (Fruit fly)	7227	PF07162;	
Q9VYN8		TENA_DROME	reviewed	Teneurin-a (Tena) (Tenascin-like protein)	Ten-a CG42338	3004	Drosophila melanogaster (Fruit fly)	7227	PF25024;PF24329;PF23093;PF25021;PF25023;PF15636;PF25020;	SSF57196;SSF50952;
Q9VYQ8		UBP7_DROME	reviewed	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7) (Deubiquitinating enzyme 7)	Usp7 CG1490	1129	Drosophila melanogaster (Fruit fly)	7227	PF22486;PF00443;PF14533;PF12436;	SSF54001;SSF49599;
Q9VYS3		RENT1_DROME	reviewed	Regulator of nonsense transcripts 1 homolog (EC 3.6.4.12) (EC 3.6.4.13)	Upf1 CG1559	1180	Drosophila melanogaster (Fruit fly)	7227	PF13086;PF13087;PF04851;PF18141;PF09416;	SSF52540;
Q9VYS4		GLD2B_DROME	reviewed	Poly(A) RNA polymerase gld-2 homolog B (EC 2.7.7.19) (Protein wispy)	wisp CG15737	1373	Drosophila melanogaster (Fruit fly)	7227	PF22600;PF03828;	SSF81301;SSF81631;
Q9VYV3		TXND5_DROME	reviewed	Thioredoxin domain-containing protein 5 homolog (Protein pretaporter)	prtp CG1837	416	Drosophila melanogaster (Fruit fly)	7227	PF00085;	SSF52833;
Q9VYX1		ENY2_DROME	reviewed	Enhancer of yellow 2 transcription factor	e(y)2 ENY2 CG15191	101	Drosophila melanogaster (Fruit fly)	7227	PF10163;	
Q9VYX7		PGPSA_DROME	reviewed	Peptidoglycan-recognition protein SA (EC 3.4.17.13) (Protein semmelweis)	PGRP-SA seml CG11709	203	Drosophila melanogaster (Fruit fly)	7227	PF01510;	SSF55846;
Q9VYY3		UBA5_DROME	reviewed	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (UFM1-activating enzyme)	Uba5 CG1749	404	Drosophila melanogaster (Fruit fly)	7227	PF00899;	SSF69572;
Q9VYY9		EVI5_DROME	reviewed	Ecotropic viral integration site 5 ortholog	Evi5 CG11727	807	Drosophila melanogaster (Fruit fly)	7227	PF00566;	SSF47923;
Q9VZ08		GAPD1_DROME	reviewed	GTPase-activating protein and VPS9 domain-containing protein 1 (Receptor-mediated endocytosis protein 6 homolog)	Gapvd1 CG1657	1712	Drosophila melanogaster (Fruit fly)	7227	PF00616;PF02204;	SSF48350;SSF109993;
Q9VZ09		SISA_DROME	reviewed	Protein sisterless A	sisA CG1641	189	Drosophila melanogaster (Fruit fly)	7227		
Q9VZ21		RTRV_DROME	reviewed	UPAR/Ly6 domain-containing protein rtv (Protein retroactive)	rtv l(1)L1 CG1397	151	Drosophila melanogaster (Fruit fly)	7227	PF17064;	
Q9VZ23		RAN_DROME	reviewed	GTP-binding nuclear protein Ran (Ras-related nuclear protein)	Ran Ran10A CG1404	216	Drosophila melanogaster (Fruit fly)	7227	PF00071;	SSF52540;
Q9VZ49		ENDUA_DROME	reviewed	Endoribonuclease Arlr (EC 3.1.-.-) (EC 4.6.1.-) (Poly(U)-specific endoribonuclease homolog) (Protein Age-related lipid regulator)	Arlr CG2145	592	Drosophila melanogaster (Fruit fly)	7227	PF09412;	SSF142877;
Q9VZF4		FBXW7_DROME	reviewed	F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7) (Protein archipelago)	ago CG15010	1326	Drosophila melanogaster (Fruit fly)	7227	PF12937;PF00400;	SSF81383;SSF50978;
Q9VZH2		MAS_DROME	reviewed	Protein masquerade	mas c-SPH79 SPH79 CG15002	1047	Drosophila melanogaster (Fruit fly)	7227	PF18398;PF00089;	SSF50494;
Q9VZI2		ACK_DROME	reviewed	Activated Cdc42 kinase Ack (EC 2.7.10.2) (EC 2.7.11.1)	Ack DACK p145 CG14992	1073	Drosophila melanogaster (Fruit fly)	7227	PF07714;PF22931;	SSF56112;
Q9VZJ6		GR64D_DROME	reviewed	Gustatory receptor for sugar taste 64d	Gr64d CG14987	417	Drosophila melanogaster (Fruit fly)	7227	PF06151;	
Q9VZJ9		MUL1_DROME	reviewed	Mitochondrial E3 ubiquitin protein ligase 1 (EC 2.3.2.27) (Mitochondrial E3 ubiquitin protein transferase 1)	Mul1 CG1134	338	Drosophila melanogaster (Fruit fly)	7227	PF12483;PF13920;	SSF57850;
Q9VZL7		GR63A_DROME	reviewed	Gustatory and odorant receptor 63a	Gr63a CG14979	512	Drosophila melanogaster (Fruit fly)	7227	PF08395;	
Q9VZN4		DAR1_DROME	reviewed	Dendritic arbor reduction protein 1	dar1 CG12029	751	Drosophila melanogaster (Fruit fly)	7227	PF00096;	SSF57667;
Q9VZQ1		YTDC1_DROME	reviewed	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	Ythdc1 CG12076	721	Drosophila melanogaster (Fruit fly)	7227	PF04146;	
Q9VZU2		HHAT_DROME	reviewed	Protein-cysteine N-palmitoyltransferase Rasp (EC 2.3.1.-) (Protein central missing) (Protein sightless) (Protein skinny hedgehog)	rasp cmn sit ski CG11495	500	Drosophila melanogaster (Fruit fly)	7227	PF03062;	
Q9VZW5		FMAR_DROME	reviewed	FMRFamide receptor (DFR) (DrmFMRFa-R)	FMRFaR FR CG2114	549	Drosophila melanogaster (Fruit fly)	7227	PF00001;	SSF81321;
Q9VZX1		SPZ5_DROME	reviewed	Protein spaetzle 5 (Neurotrophic factor 2) (Protein spatzle 5)	spz5 DNT1 NT2 CG9972	387	Drosophila melanogaster (Fruit fly)	7227	PF16077;	SSF57501;
Q9VZZ4		PXDN_DROME	reviewed	Peroxidasin (EC 1.11.2.-)	Pxn CG12002	1527	Drosophila melanogaster (Fruit fly)	7227	PF03098;PF07679;PF13927;PF13855;PF00093;	SSF57603;SSF48113;SSF48726;SSF52058;
Q9VZZ9		DOS_DROME	reviewed	Protein daughter of sevenless	dos CG1044	878	Drosophila melanogaster (Fruit fly)	7227	PF00169;	SSF50729;
Q9W032		ECD_DROME	reviewed	Protein ecdysoneless	ecd CG5714	684	Drosophila melanogaster (Fruit fly)	7227	PF07093;	
Q9W056		S36A_DROME	reviewed	Proton-coupled amino acid transporter-like protein acs (Protein arcus)	acs CG1139	451	Drosophila melanogaster (Fruit fly)	7227	PF01490;	
Q9W060		LYST_DROME	reviewed	Lysosomal-trafficking regulator (Mauve protein)	mv CG11814 CG5691 CG42863	3535	Drosophila melanogaster (Fruit fly)	7227	PF02138;	SSF81837;SSF50729;SSF50978;
Q9W074		HBS1_DROME	reviewed	Protein HBS1 (EC 3.6.5.-)	HBS1 CG1898	670	Drosophila melanogaster (Fruit fly)	7227	PF22594;PF00009;PF03144;PF08938;	SSF50465;SSF109732;SSF52540;SSF50447;
Q9W088		DPOD2_DROME	reviewed	DNA polymerase delta subunit 2 (Pol31 polymerase delta subunit)	PolD2 DNApolD1 Pol31 CG12018	431	Drosophila melanogaster (Fruit fly)	7227	PF18018;PF04042;	
Q9W092		CHIT2_DROME	reviewed	Probable chitinase 2 (EC 3.2.1.14)	Cht2 CG2054	484	Drosophila melanogaster (Fruit fly)	7227	PF00704;	SSF51445;SSF54556;
Q9W0A0		DRPR_DROME	reviewed	Protein draper	drpr Megf10 CG2086	1031	Drosophila melanogaster (Fruit fly)	7227	PF00053;PF12661;	
Q9W0C1		NSYB_DROME	reviewed	Neuronal synaptobrevin (n-syb)	nSyb CG17248	183	Drosophila melanogaster (Fruit fly)	7227	PF00957;	SSF58038;
Q9W0E3		IML1_DROME	reviewed	GATOR complex protein Iml1 (Increased minichromosome loss 1)	Iml1 DEPDC5 SEA1 CG12090	1544	Drosophila melanogaster (Fruit fly)	7227	PF19418;PF12257;PF23013;	
Q9W0G1		PTP61_DROME	reviewed	Tyrosine-protein phosphatase non-receptor type 61F (EC 3.1.3.48) (dPTP61F)	Ptp61F PTP1B CG9181	548	Drosophila melanogaster (Fruit fly)	7227	PF00102;	SSF52799;
Q9W0H3		LDAH_DROME	reviewed	Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase)	sturkopf CG9186	307	Drosophila melanogaster (Fruit fly)	7227	PF10230;	SSF53474;
Q9W0I5		BFC_DROME	reviewed	Transcriptional cofactor Bfc (Booster for Crq)	Bfc CG9129	251	Drosophila melanogaster (Fruit fly)	7227	PF22576;	
Q9W0I6		SAC1_DROME	reviewed	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	Sac1 Sacm1l CG9128	592	Drosophila melanogaster (Fruit fly)	7227	PF02383;	
Q9W0K0		JIP1_DROME	reviewed	JNK-interacting protein 1 (JIP-1) (APP-like-interacting protein 1) (APLIP1) (Protein eye developmental SP512)	Aplip1 SP512 CG1200	490	Drosophila melanogaster (Fruit fly)	7227	PF00640;PF14604;	SSF50729;SSF50044;
Q9W0K4		BAB2_DROME	reviewed	Protein bric-a-brac 2	bab2 BtbII CG9102	1067	Drosophila melanogaster (Fruit fly)	7227	PF00651;PF05225;	SSF46689;SSF54695;
Q9W0K7		BAB1_DROME	reviewed	Protein bric-a-brac 1	bab1 bab CG9097	977	Drosophila melanogaster (Fruit fly)	7227	PF00651;PF05225;	SSF46689;SSF54695;
