entry	pos	evidence	id	note	origin
Q9U6L5	21-377		PRO_0000022034	Ejaculatory bulb-specific protein 1	chain
Q9U6M0	27-409		PRO_0000291992	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	chain
Q9U6Y9	1-610		PRO_0000212340	Protein arginine N-methyltransferase 5	chain
Q9U915	1-240		PRO_0000365706	Adenylate kinase 2	chain
Q9U969	1-1425		PRO_0000172527	Neuropathy target esterase sws	chain
Q9U9P7	1-273		PRO_0000287533	Cytoplasmic phosphatidylinositol transfer protein 1	chain
Q9U9Q4	1-338		PRO_0000365188	Eukaryotic translation initiation factor 3 subunit H	chain
Q9UAS6	1-700		PRO_0000388728	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2	chain
Q9V333	1-495		PRO_0000234379	Probable lysine-specific demethylase 4A	chain
Q9V345	1-407		PRO_0000120992	COP9 signalosome complex subunit 4	chain
Q9V359	1-210		PRO_0000120954	Vacuolar protein sorting-associated protein 28 homolog	chain
Q9V399	1-503		PRO_0000052312	Probable cytochrome P450 303a1	chain
Q9V3A4	1-449		PRO_0000213693	Protein catecholamines up	chain
Q9V3A6	30-483		PRO_0000008421	Ero1-like protein	chain
Q9V3B4	1-239		PRO_0000271422	Fas-associated death domain protein	chain
Q9V3B6	1-259		PRO_0000291552	Protein CWC15 homolog	chain
Q9V3C0	1-619		PRO_0000054974	ATP-dependent RNA helicase abstrakt	chain
Q9V3C1	1-178		PRO_0000076363	Protein Vhl	chain
Q9V3C5	1-1429		PRO_0000320664	Guanine nucleotide exchange factor subunit Rich	chain
Q9V3D2	1-390		PRO_0000109875	Oxygen-dependent coproporphyrinogen-III oxidase	chain
Q9V3D4	21-440		PRO_0000011983	Chitinase-like protein Idgf2	chain
Q9V3D5	1-722		PRO_0000085937	Dual specificity tyrosine-phosphorylation-regulated kinase 2	chain
Q9V3D6	1-756		PRO_0000074397	Probable cleavage and polyadenylation specificity factor subunit 2	chain
Q9V3F3	45-410	ECO:0000255	PRO_0000438974	Transcription termination factor, mitochondrial	chain
Q9V3G1	1-256		PRO_0000129754	Large ribosomal subunit protein uL2	chain
Q9V3G3	1-300		PRO_0000064159	Peptidyl-prolyl cis-trans isomerase E	chain
Q9V3G6	1-635		PRO_0000372844	CCR4-NOT transcription complex subunit 10	chain
Q9V3G7	1-389		PRO_0000173841	26S proteasome non-ATPase regulatory subunit 6	chain
Q9V3H2	1-308		PRO_0000213955	26S proteasome non-ATPase regulatory subunit 14	chain
Q9V3H8	1-133		PRO_0000194796	NTF2-related export protein	chain
Q9V3I2	1-219		PRO_0000459436	Ras-related protein Rab5	chain
Q9V3I5	1-1207		PRO_0000086039	Chromosomal serine	chain
Q9V3I8	1-343		PRO_0000058594	N-glycosylase	chain
Q9V3J1	1-468		PRO_0000124196	V-type proton ATPase subunit H	chain
Q9V3J3	21-76	ECO:0000255	PRO_0000021764	Accessory gland-specific peptide 57Dc	chain
Q9V3J4	1-356	ECO:0000305	PRO_0000439657	Protein SEC13 homolog	chain
Q9V3J8	1-361		PRO_0000051433	Protein will die slowly	chain
Q9V3K3	1-481		PRO_0000306323	RuvB-like helicase 2	chain
Q9V3L1	1-1048		PRO_0000085226	Bifunctional heparan sulfate N-deacetylase	chain
Q9V3L6	1-154		PRO_0000385266	Nuclear cap-binding protein subunit 2	chain
Q9V3N1	26-447	ECO:0000255	PRO_5007718039	Serine protease inhibitor 27A	chain
Q9V3N2	1-384		PRO_0000174249	Odorant receptor 46a, isoform B	chain
Q9V3N8	1-286		PRO_0000284987	Probable tRNA(His) guanylyltransferase	chain
Q9V3P0	1-194		PRO_0000135085	Peroxiredoxin 2	chain
Q9V3P6	1-1020		PRO_0000173804	26S proteasome non-ATPase regulatory subunit 1	chain
Q9V3Q2	1-409		PRO_0000174241	Odorant receptor 35a	chain
Q9V3Q6	1-678		PRO_0000086254	Mitogen-activated protein kinase kinase kinase 7	chain
Q9V3R1	24-912		PRO_0000020583	Accessory gland protein Acp36DE	chain
Q9V3R6	1-394		PRO_0000287651	tRNA-specific adenosine deaminase 1	chain
Q9V3R8	1-359		PRO_0000242631	UbiA prenyltransferase domain-containing protein 1 homolog	chain
Q9V3S0	1-556		PRO_0000051843	Cytochrome P450 4g1	chain
Q9V3S9	1-666		PRO_0000315817	Very long-chain-fatty-acid--CoA ligase bubblegum	chain
Q9V3T9	?-466		PRO_0000019424	NADPH:adrenodoxin oxidoreductase, mitochondrial	chain
Q9V3U0	1-681		PRO_0000315818	Long-chain-fatty-acid--CoA ligase heimdall	chain
Q9V3U2	1-160		PRO_0000136772	H	chain
Q9V3U9	1-215		PRO_0000071958	Protein slowmo	chain
Q9V3V0	1-258		PRO_0000460193	Serine	chain
Q9V3V7	1-222		PRO_0000392420	Kinetochore protein Spc25	chain
Q9V3W0	1-138		PRO_0000438174	RutC family protein UK114	chain
Q9V3W6	1-438		PRO_0000208503	Innexin inx7	chain
Q9V3X4	19-370	ECO:0000255	PRO_0000420612	Seipin	chain
Q9V3X5	1-938		PRO_0000280299	Protein O-mannosyl-transferase Tmtc2	chain
Q9V3Y0	1-215		PRO_0000459361	Ankyrin repeat domain-containing protein 49	chain
Q9V3Y2	1-248		PRO_0000392317	Anamorsin homolog	chain
Q9V3Y3	18-159		PRO_0000372770	Defense protein l(2)34Fc	chain
Q9V3Z1	1-484		PRO_0000442851	Tribbles	chain
Q9V3Z2	137-391	ECO:0000305|PubMed:24260243	PRO_5007718041	Serine protease 7	chain
Q9V3Z6	1-2167		PRO_0000306376	Myosin-VIIa	chain
Q9V407	1-745		PRO_0000220894	Axin	chain
Q9V410	1-975		PRO_0000446385	Leucine-zipper-like transcriptional regulator 1 homolog	chain
Q9V411	1-652		PRO_0000195027	Nucleolar GTP-binding protein 1	chain
Q9V412	1-247		PRO_0000287615	STING ER exit protein	chain
Q9V419	1-505		PRO_0000051988	Probable cytochrome P450 28a5	chain
Q9V422	41-584		PRO_0000024467	Tyrosine-protein kinase Dnt	chain
Q9V427	1-367		PRO_0000208496	Innexin inx2	chain
Q9V429	1-106		PRO_0000120034	Thioredoxin-2	chain
Q9V431	1-536		PRO_0000378097	Apoptosis inhibitor 5 homolog	chain
Q9V438	20-433		PRO_5007929183	Protein disulfide-isomerase A6 homolog	chain
Q9V439	1-143		PRO_0000308574	Mediator of RNA polymerase II transcription subunit 22	chain
Q9V444	1-128		PRO_0000448437	DNA polymerase epsilon subunit 3	chain
Q9V447	1-276		PRO_0000220903	Krueppel homolog 2	chain
Q9V452	1-140		PRO_0000448482	Chromatin accessibility complex 16kD protein	chain
Q9V460	1-1078		PRO_0000208473	Transcription elongation factor SPT5	chain
Q9V461	1-817		PRO_0000233315	DNA replication licensing factor Mcm6	chain
Q9V463	1-1365	ECO:0000305	PRO_0000442728	Nuclear pore complex protein Nup154	chain
Q9V464	1-218		PRO_0000284025	Histone chaperone asf1	chain
Q9V466	1-845	ECO:0000305	PRO_0000441254	Nuclear pore complex protein Nup107	chain
Q9V468	1-1260		PRO_0000372852	Zinc finger matrin-type protein CG9776	chain
Q9V477	22-1346		PRO_5007216111	Toll-like receptor Tollo	chain
Q9V492	1-168		PRO_0000234404	Mitochondrial inner membrane protein Mpv17	chain
Q9V496	26-706		PRO_0000041526	Apolipophorin-2	chain
Q9V496	707-3351		PRO_0000041527	Apolipophorin-1	chain
Q9V498	27-978		PRO_0000004029	Calsyntenin-1	chain
Q9V4A7	34-2051		PRO_0000248554	Plexin-B	chain
Q9V4C0	?-463		PRO_0000457040	Dopaminechrome tautomerase	chain
Q9V4C8	1-?		PRO_0000016647	HCF N-terminal chain	chain
Q9V4C8	?-1500		PRO_0000016648	HCF C-terminal chain	chain
Q9V4F9	1-1483		PRO_0000304962	Mediator of RNA polymerase II transcription subunit 26	chain
Q9V4I0	1-505		PRO_0000051916	Cytochrome P450 9b1	chain
Q9V4I1	1-505		PRO_0000051917	Cytochrome P450 9b2	chain
Q9V4K2	1-427		PRO_0000216514	Gustatory receptor for sugar taste 43a	chain
Q9V4L4	1-201		PRO_0000225685	NF-kappa-B inhibitor-interacting Ras-like protein	chain
Q9V4M2	1-832		PRO_0000220369	Protein wech	chain
Q9V4N3	1-134		PRO_0000166016	Cytochrome b5	chain
Q9V4P1	1-1239		PRO_0000227968	Anillin	chain
Q9V4Q0	1-430		PRO_0000216515	Gustatory receptor-like 43a	chain
Q9V4Q8	1-265		PRO_0000074177	Probable U2 small nuclear ribonucleoprotein A	chain
Q9V4S8	1-278		PRO_0000121002	COP9 signalosome complex subunit 7	chain
Q9V4T3	1-516		PRO_0000051829	Probable cytochrome P450 4ad1	chain
Q9V4T5	1-531		PRO_0000051840	Probable cytochrome P450 4e1	chain
Q9V4U7	1-509		PRO_0000051870	Probable cytochrome P450 6a14	chain
Q9V4U9	1-493		PRO_0000051869	Probable cytochrome P450 6a13	chain
Q9V4W1	1-677		PRO_0000204827	mRNA export factor Gle1	chain
Q9V4X2	21-184		PRO_0000023912	Peptidoglycan-recognition protein SC2	chain
Q9V4Z9	1-858		PRO_0000084437	Protein lines	chain
Q9V521	51-684		PRO_0000035908	Phenoloxidase 2	chain
Q9V535	1-165		PRO_0000081765	RNA-binding protein 8A	chain
Q9V557	1-520		PRO_0000051846	Probable cytochrome P450 4p2	chain
Q9V558	1-513		PRO_0000051845	Cytochrome P450 4p1	chain
Q9V559	1-515		PRO_0000051847	Probable cytochrome P450 4p3	chain
Q9V564	1-630		PRO_0000213516	Conserved oligomeric Golgi complex subunit 6	chain
Q9V568	1-378		PRO_0000174246	Odorant receptor 45a	chain
Q9V574	1-221		PRO_0000046927	Protein lethal(2)k10201	chain
Q9V576	1-379		PRO_0000220917	Putative phosphatidate phosphatase	chain
Q9V579	1-236		PRO_0000058569	Protein preli-like	chain
Q9V589	1-396		PRO_0000174247	Odorant receptor 45b	chain
Q9V595	1-356		PRO_0000187573	Uroporphyrinogen decarboxylase	chain
Q9V597	1-124		PRO_0000153771	Large ribosomal subunit protein eL31	chain
Q9V5C6	1-253		PRO_0000124097	Proteasome subunit alpha type-3	chain
Q9V5E1	34-541		PRO_0000248573	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1	chain
Q9V5L3	1-589		PRO_0000051996	Probable cytochrome P450 49a1	chain
Q9V5M3	1-878		PRO_0000047077	Longitudinals lacking protein, isoforms N	chain
Q9V5M6	1-963		PRO_0000047076	Longitudinals lacking protein, isoforms J	chain
Q9V5N8	30-3579		PRO_0000012921	Protocadherin-like wing polarity protein stan	chain
Q9V5P6	1-64		PRO_0000149005	H	chain
Q9V5Q4	1-226		PRO_0000250384	Pre-mRNA-splicing factor Syf2	chain
Q9V5Z7	1-245		PRO_0000063976	Aquaporin	chain
Q9V629	1-384		PRO_0000249826	Protein cutoff	chain
Q9V637	1-270		PRO_0000220924	Proteasome inhibitor PI31 subunit	chain
Q9V668	1-68		PRO_0000104202	Protein transport protein Sec61 gamma-1 subunit	chain
Q9V674	1-524		PRO_0000051883	Cytochrome P450 6g1	chain
Q9V675	1-519		PRO_0000051884	Probable cytochrome P450 6g2	chain
Q9V676	1-501		PRO_0000051889	Probable cytochrome P450 6t3	chain
Q9V677	1-1890		PRO_0000212562	Proteasome-associated protein ECM29 homolog	chain
Q9V6A9	1-396		PRO_0000174252	Odorant receptor 49a	chain
Q9V6B9	1-610		PRO_0000204873	Probable nucleoporin Nup54	chain
Q9V6D6	?-553		PRO_0000003628	Probable cytochrome P450 301a1, mitochondrial	chain
Q9V6G5	1-378		PRO_0000220933	Tafazzin	chain
Q9V6H1	1-518		PRO_0000051921	Probable cytochrome P450 9h1	chain
Q9V6H2	1-375		PRO_0000174253	Odorant receptor 49b	chain
Q9V6K1	1-1441		PRO_0000076425	Tripeptidyl-peptidase 2	chain
Q9V6K3	42-724		PRO_0000024463	Tyrosine-protein kinase transmembrane receptor Ror2	chain
Q9V6L0	1-590		PRO_0000234380	Probable lysine-specific demethylase 4B	chain
Q9V6L9	1-255		PRO_0000119949	F-box	chain
Q9V6Q2	1-225		PRO_0000249474	Histone H3-like centromeric protein cid	chain
Q9V6U8	1-450		PRO_0000194946	Nedd8-activating enzyme E1 catalytic subunit	chain
Q9V6U9	20-357		PRO_0000000894	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	chain
Q9V6X7	24-402		PRO_0000012153	GDP-fucose protein O-fucosyltransferase 1	chain
Q9V6Y3	1-129		PRO_0000167329	Small ribosomal subunit protein bS16m	chain
Q9V719	1-569		PRO_0000218772	Stress-activated map kinase-interacting protein 1	chain
Q9V726	1-1455		PRO_0000074389	Cleavage and polyadenylation specificity factor subunit 1	chain
Q9V727	1-1669		PRO_0000059323	Polycomb group protein Asx	chain
Q9V730	1-760		PRO_0000149664	Exostosin-1	chain
Q9V751	29-218		PRO_0000004896	Attacin-B	chain
Q9V769	1-499		PRO_0000051876	Cytochrome P450 6a22	chain
Q9V770	1-501		PRO_0000051871	Probable cytochrome P450 6a17	chain
Q9V771	1-502		PRO_0000051877	Probable cytochrome P450 6a23	chain
Q9V773	1-501		PRO_0000051874	Probable cytochrome P450 6a20	chain
Q9V774	1-504		PRO_0000051875	Probable cytochrome P450 6a21	chain
Q9V776	1-518		PRO_0000052330	Probable cytochrome P450 317a1	chain
Q9V778	1-631		PRO_0000128179	Alkylglycerone-phosphate synthase	chain
Q9V780	1-849		PRO_0000188306	Protein lap1	chain
Q9V784	1-443		PRO_0000215941	SAM50-like protein CG7639	chain
Q9V785	1-477		PRO_0000064367	SH3 domain-binding protein 5 homolog	chain
Q9V7A4	19-1069		PRO_0000016329	Integrin alpha-PS4	chain
Q9V7A7	1-336		PRO_0000066975	G patch domain and ankyrin repeat-containing protein 1 homolog	chain
Q9V7D2	1-246		PRO_0000144236	V-type proton ATPase subunit D 1	chain
Q9V7G5	1-510		PRO_0000051825	Probable cytochrome P450 4aa1	chain
Q9V7H4	33-1567	ECO:0000255	PRO_0000097537	Transmembrane protein 131 homolog	chain
Q9V7N5	1-836		PRO_0000209353	V-type proton ATPase subunit C	chain
Q9V7P1	1-506		PRO_0000051409	U3 small nucleolar RNA-associated protein 18 homolog	chain
Q9V7S5	1-529		PRO_0000220946	Putative inorganic phosphate cotransporter	chain
Q9V7U0	18-620	ECO:0000255	PRO_0000042845	Pro-resilin	chain
Q9V7W1	1-449		PRO_0000246237	GPI mannosyltransferase 2	chain
Q9V7Y2	1-545		PRO_0000147016	Sphingosine-1-phosphate lyase	chain
Q9V813	1-289		PRO_0000184548	S-methyl-5'-thioadenosine phosphorylase	chain
Q9V817	19-517		PRO_0000013026	Probable G-protein coupled receptor Mth-like 4	chain
Q9V818	22-511		PRO_0000013025	Probable G-protein coupled receptor Mth-like 3	chain
Q9V831	1-195		PRO_0000174013	Anaphase-promoting complex subunit 10	chain
Q9V853	1-1061		PRO_0000120330	E3 ubiquitin-protein ligase Smurf1	chain
Q9V877	1-628		PRO_0000125427	Kinesin-like protein subito	chain
Q9V895	1-261		PRO_0000240188	Acidic leucine-rich nuclear phosphoprotein 32 family member A	chain
Q9V8F3	1-119		PRO_0000220954	Protein GSKIP homolog	chain
Q9V8F5	21-117		PRO_0000021508	Bomanin Bicipital 1	chain
Q9V8I2	1-125		PRO_0000220963	Ragulator complex protein LAMTOR2 homolog	chain
Q9V8K2	1-738		PRO_0000118929	Exocyst complex component 3	chain
Q9V8M2	?-535		PRO_0000003611	Probable cytochrome P450 12b2, mitochondrial	chain
Q9V8M5	26-324		PRO_0000007161	3-hydroxyisobutyrate dehydrogenase, mitochondrial	chain
Q9V8P9	1-1038		PRO_0000232628	E3 ubiquitin-protein ligase Topors	chain
Q9V8R9	1-1698		PRO_0000219394	Protein 4.1 homolog	chain
Q9V8W3	1-511		PRO_0000056691	Rab proteins geranylgeranyltransferase component A	chain
Q9V8Y2	20-139		PRO_0000012569	General odorant-binding protein 56a	chain
Q9V8Y7	1-419		PRO_0000174254	Odorant receptor 56a	chain
Q9V8Y9	20-134		PRO_0000012571	General odorant-binding protein 56h	chain
Q9V931	17-149	ECO:0000255	PRO_0000012574	General odorant-binding protein 57c	chain
Q9V938	21-136	ECO:0000255	PRO_0000012576	General odorant-binding protein 57e	chain
Q9V968	1-218		PRO_0000212695	MIP18 family protein galla-1	chain
Q9V969	1-416		PRO_0000216517	Putative gustatory receptor 57a	chain
Q9V979	1-488		PRO_0000051890	Probable cytochrome P450 6u1	chain
Q9V998	1-73		PRO_0000114872	Ubiquitin-like protein 5	chain
Q9V9A7	30-578		PRO_0000000297	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	chain
Q9V9A8	1-880		PRO_0000127425	Protein phtf	chain
Q9V9E3	30-1034		PRO_0000249937	Presequence protease, mitochondrial	chain
Q9V9I2	1-406		PRO_0000174242	Odorant receptor 42a	chain
Q9V9I4	1-399		PRO_0000174243	Odorant receptor 42b	chain
Q9V9J3	1-517		PRO_0000088139	Tyrosine-protein kinase Src42A	chain
Q9V9K7	1-943		PRO_0000220968	Serrate RNA effector molecule homolog	chain
Q9V9L1	1-514		PRO_0000051892	Probable cytochrome P450 6w1	chain
Q9V9M8	?-293		PRO_0000459127	Iron-sulfur cluster transfer protein Nubpl	chain
Q9V9N1	20-732	ECO:0000255	PRO_5004334452	Ionotropic receptor 40a	chain
Q9V9N4	1-561		PRO_0000459220	Transcription factor Clamp	chain
Q9V9P3	?-343		PRO_0000043121	Mitochondrial import inner membrane translocase subunit TIM50-A	chain
Q9V9S7	1-1866		PRO_0000312161	Rho GTPase-activating protein 100F	chain
Q9V9S8	?-384		PRO_0000008877	Ferrochelatase, mitochondrial	chain
Q9V9U4	1-302		PRO_0000248582	Deoxyhypusine hydroxylase	chain
Q9V9V9	1-200		PRO_0000286876	Alpha	chain
Q9V9W8	1-815		PRO_0000097124	Protein pygopus	chain
Q9V9X4	1-364		PRO_0000401978	Methylthioribose-1-phosphate isomerase 1	chain
Q9V9Y4	19-526		PRO_5015100030	pH-sensitive chloride channel 2	chain
Q9V9Y9	1-364		PRO_0000437139	Protein spindle-F	chain
Q9V9Z1	?-195		PRO_0000030515	Large ribosomal subunit protein bL32m	chain
Q9V9Z9	1-307		PRO_0000119997	Probable rRNA-processing protein EBP2 homolog	chain
Q9VA00	1-641		PRO_0000314808	Protein zwilch	chain
Q9VA02	?-919		PRO_0000307943	Probable 2-oxoadipate dehydrogenase complex component E1 homolog	chain
Q9VA12	1-251		PRO_0000124110	Proteasome subunit alpha type-4-like	chain
Q9VA27	1-535		PRO_0000051831	Cytochrome P450 4c3	chain
Q9VA37	1-187		PRO_0000439172	Protein dj-1beta	chain
Q9VA38	1-1105		PRO_0000394392	Serine	chain
Q9VA70	24-704		PRO_0000247106	Neutral ceramidase	chain
Q9VA73	1-695		PRO_0000090606	Electrogenic aspartate	chain
Q9VA83	20-227		PRO_5015100066	Ferritin light chain	chain
Q9VA91	1-194		PRO_0000174200	Small ribosomal subunit protein eS7	chain
Q9VAB8	1-457		PRO_0000459004	Zinc finger protein ZIPIC	chain
Q9VAC5	212-732		PRO_0000029095	ADAM 17-like protease	chain
Q9VAC8	1-472		PRO_0000189979	Spindle assembly abnormal protein 6 homolog	chain
Q9VAD6	1-742		PRO_0000213519	Conserved oligomeric Golgi complex subunit 7	chain
Q9VAF0	1-355		PRO_0000213694	Zinc transporter ZIP13 homolog	chain
Q9VAF5	29-1706	ECO:0000255	PRO_5008180598	Cadherin-99C	chain
Q9VAF7	1-201		PRO_0000438920	Protamine-like protein 99C	chain
Q9VAG4	1-447		PRO_0000437208	Vacuolar protein sorting-associated protein 16B	chain
Q9VAH4	1-314		PRO_0000377398	Protein phosphatase PTC7 homolog fig	chain
Q9VAH9	1-597		PRO_0000437670	Integrator complex subunit 11	chain
Q9VAI0	1-219		PRO_0000074557	Probable glucosamine 6-phosphate N-acetyltransferase	chain
Q9VAI1	30-296		PRO_0000005467	Complex I intermediate-associated protein 30, mitochondrial	chain
Q9VAI6	17-149		PRO_0000012579	General odorant-binding protein 99b	chain
Q9VAJ3	1-511		PRO_0000420126	Pickpocket protein 19	chain
Q9VAJ4	17-142		PRO_0000012578	General odorant-binding protein 99a	chain
Q9VAK8	25-115		PRO_5006752568	Protein Diedel	chain
Q9VAL0	1-98		PRO_0000215159	Signal peptidase complex subunit 1	chain
Q9VAM5	1-872		PRO_0000463505	Bromodomain-containing protein 8	chain
Q9VAM6	1-133		PRO_0000316010	CDGSH iron-sulfur domain protein	chain
Q9VAM9	1-179		PRO_0000402127	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	chain
Q9VAN0	1-364		PRO_0000150139	Phosphoserine aminotransferase	chain
Q9VAN6	1-276		PRO_0000100361	Histone RNA hairpin-binding protein	chain
Q9VAP2	1-654	ECO:0000305	PRO_0000438655	Augmin complex subunit dgt6	chain
Q9VAP3	1-796		PRO_0000359734	Choline transporter-like 2	chain
Q9VAQ1	1-771		PRO_0000417363	NAD-dependent protein deacetylase Sirt7	chain
Q9VAQ5	1-306		PRO_0000101469	Probable dimethyladenosine transferase	chain
Q9VAQ7	1-574		PRO_0000289202	Pre-mRNA-splicing factor Slu7	chain
Q9VAQ8	1-323		PRO_0000463258	Beta1,4-N-acetylgalactosaminyltransferase B	chain
Q9VAS7	1-395		PRO_0000208498	Innexin inx3	chain
Q9VAT2	1-621		PRO_0000306838	DDB1- and CUL4-associated factor 10 homolog	chain
Q9VAU9	1-315		PRO_0000066589	Zinc finger protein 330 homolog	chain
Q9VAW0	1-384		PRO_0000174285	Putative odorant receptor 98b	chain
Q9VAW5	1-1673		PRO_0000207613	La-related protein 1	chain
Q9VAY3	1-379		PRO_0000235262	Mitoferrin	chain
Q9VAY7	1-359		PRO_0000326518	Protein FAM50 homolog	chain
Q9VAZ3	1-397		PRO_0000174284	Odorant receptor 98a	chain
Q9VB08	1-435		PRO_0000056113	E3 ubiquitin-protein ligase RING1	chain
Q9VB11	1-3303		PRO_0000367809	Protein unc-80 homolog	chain
Q9VB14	1-163		PRO_0000116366	Small ribosomal subunit protein eS10A	chain
Q9VB25	1-1265		PRO_0000436181	Kinesin-like protein Klp98A	chain
Q9VB26	1-403		PRO_0000216547	Putative gustatory receptor 98b	chain
Q9VB30	1-391		PRO_0000216546	Putative gustatory receptor 98a	chain
Q9VB31	1-507		PRO_0000051872	Probable cytochrome P450 6a18	chain
Q9VB46	1-579		PRO_0000454230	Adipocyte plasma membrane-associated protein Hemomucin	chain
Q9VB62	1-609		PRO_0000194039	DNA polymerase alpha subunit B	chain
Q9VB68	27-377	ECO:0000305|PubMed:21310954	PRO_5004335652	Serine protease grass	chain
Q9VB70	1-989		PRO_0000378965	Lateral signaling target protein 2 homolog	chain
Q9VB74	1-463		PRO_0000372660	NF-kappa-B-activating protein	chain
Q9VB98	1-1958		PRO_0000372858	Probable Rho GTPase-activating protein CG5521	chain
Q9VBB3	1-328		PRO_0000437663	Integrator complex subunit 12	chain
Q9VBC4	1-909		PRO_0000461426	WD repeat-containing protein 20 homolog	chain
Q9VBC7	122-654	ECO:0000255	PRO_5015100141	Neuroendocrine convertase 2	chain
Q9VBG6	1-369		PRO_0000331583	Co-chaperone protein HGH1 homolog	chain
Q9VBL5	1-395	ECO:0000255	PRO_0000463460	Alpha1,4-N-acetylgalactosaminyltransferase 2	chain
Q9VBN7	1-283		PRO_0000317592	S-adenosylmethionine mitochondrial carrier protein homolog	chain
Q9VBP3	1-1181		PRO_0000424892	Poly [ADP-ribose] polymerase tankyrase	chain
Q9VBP9	1-652		PRO_0000372853	Nuclear protein localization protein 4 homolog	chain
Q9VBQ9	1-189		PRO_0000113984	Mediator of RNA polymerase II transcription subunit 28	chain
Q9VBU8	1-320	ECO:0000305	PRO_0000446160	Nucleoporin Nup37	chain
Q9VBV3	19-249		PRO_0000022469	Protein takeout	chain
Q9VBV5	25-429		PRO_0000223358	Nucleotide exchange factor Sil1	chain
Q9VBV8	1-623		PRO_0000462478	Alpha-1,2-mannosyltransferase Alg9	chain
Q9VBW0	1-177		PRO_0000460584	SAYSvFN domain-containing protein 1	chain
Q9VBW3	49-773		PRO_0000016797	Tyrosine kinase receptor Cad96Ca	chain
